sample,collection,genus,species,IS1,IS110,IS1182,IS1380,IS1595,IS1634,IS200/IS605,IS21,IS256,IS3,IS30,IS4,IS481,IS5,IS6,IS607,IS630,IS66,IS701,IS91,IS982,ISAS1,ISKRA4,ISL3,ISNCY,new
GCF_012272795.1,ncbi_complete,Acinetobacter,baumannii,0,0,0,0,0,0,0,2,2,0,0,17,0,2,9,0,0,2,0,2,0,0,0,0,0,2
ERX7850229,ncbi_nanopore,Acinetobacter,baumannii,1,0,0,0,14,0,0,2,1,3,0,18,0,1,0,0,0,1,1,1,0,0,0,0,0,2
GCF_001721705.1,ncbi_complete,Acinetobacter,baumannii,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCF_039566025.1,ncbi_complete,Acinetobacter,baumannii,0,0,0,0,0,0,0,2,2,0,0,33,0,1,0,0,0,1,0,1,0,0,0,0,0,5
SRX17469770,ncbi_nanopore,Acinetobacter,baumannii,2,0,0,0,0,0,0,5,0,16,15,2,0,22,4,0,0,9,5,3,19,0,0,1,0,0
GCF_029713905.1,ncbi_complete,Acinetobacter,baumannii,0,0,0,0,0,0,0,2,1,1,0,31,0,60,0,0,0,1,0,1,0,0,0,0,0,7
GCF_018604365.1,ncbi_complete,Acinetobacter,baumannii,0,0,0,0,0,0,0,2,2,1,0,31,0,0,5,0,0,0,0,0,0,0,0,0,0,0
SRX8828930,ncbi_nanopore,Acinetobacter,baumannii,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCF_022459595.1,ncbi_complete,Acinetobacter,baumannii,0,0,0,0,0,0,0,2,1,1,0,28,0,18,5,0,0,1,0,1,0,0,0,0,0,5
SRX14003128,ncbi_nanopore,Acinetobacter,baumannii,0,0,0,0,0,0,0,2,2,2,0,22,0,1,5,0,0,1,0,1,0,0,0,0,0,0
GCF_022459075.1,ncbi_complete,Acinetobacter,baumannii,0,0,0,0,0,0,0,2,20,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SRX22142119,ncbi_nanopore,Acinetobacter,baumannii,0,0,0,0,0,0,0,2,0,1,0,20,0,1,0,0,0,1,0,2,0,0,0,0,0,7
GCA_036701095.1,ncbi_complete,Acinetobacter,baumannii,0,0,0,0,0,0,0,2,16,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SRX17608722,ncbi_nanopore,Acinetobacter,baumannii,0,0,0,0,0,0,0,2,0,0,0,15,0,1,0,0,0,0,0,0,0,0,0,0,0,2
GCF_018831125.1,ncbi_complete,Acinetobacter,baumannii,0,0,0,0,0,0,0,2,0,5,9,6,0,19,5,0,0,0,3,1,0,0,0,0,0,4
GCF_016864915.1,ncbi_complete,Acinetobacter,baumannii,0,0,0,0,0,0,0,3,0,4,0,8,0,5,0,0,0,16,0,0,0,0,0,0,0,6
SRX11171056,ncbi_nanopore,Acinetobacter,baumannii,0,0,0,0,0,0,0,2,3,2,0,18,0,2,5,0,0,0,0,1,0,0,0,0,0,0
SRX17608713,ncbi_nanopore,Acinetobacter,baumannii,0,0,0,0,0,0,0,2,0,0,0,15,0,1,0,0,0,0,0,0,0,0,0,0,0,5
GCF_019903195.1,ncbi_complete,Acinetobacter,baumannii,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCF_003948455.2,ncbi_complete,Acinetobacter,baumannii,0,0,0,0,0,0,0,1,1,3,0,25,0,3,0,0,0,1,0,2,0,0,0,0,0,5
GCF_029713945.1,ncbi_complete,Acinetobacter,baumannii,0,0,0,0,0,0,0,2,2,0,2,27,0,6,8,0,0,1,0,2,0,0,0,0,0,0
GCF_023361015.1,ncbi_complete,Acinetobacter,baumannii,0,0,0,0,0,0,0,2,3,3,0,15,0,2,7,0,0,0,0,1,0,0,0,0,0,2
GCF_020906565.1,ncbi_complete,Acinetobacter,baumannii,1,0,0,0,0,0,0,1,1,3,4,25,0,0,4,0,0,0,0,0,0,0,0,0,0,2
SRX14003123,ncbi_nanopore,Acinetobacter,baumannii,1,0,0,0,0,0,0,2,3,2,0,18,0,1,0,0,0,6,0,1,0,0,0,0,0,4
GCF_022460295.1,ncbi_complete,Acinetobacter,baumannii,0,0,0,0,0,0,0,2,0,6,0,10,0,1,1,0,0,17,0,3,0,0,0,0,1,5
GCF_028751705.1,ncbi_complete,Acinetobacter,baumannii,0,0,0,0,0,0,0,1,1,3,0,21,0,0,5,0,0,0,0,1,0,0,0,0,0,2
GCF_023362075.1,ncbi_complete,Acinetobacter,baumannii,0,0,0,0,0,0,0,2,1,3,0,24,0,3,0,0,0,1,0,2,0,0,0,0,0,14
SRX22142027,ncbi_nanopore,Acinetobacter,baumannii,0,0,0,0,0,0,0,2,1,4,0,21,0,3,0,0,0,1,0,2,0,0,0,0,0,8
SRX11424141,ncbi_nanopore,Acinetobacter,baumannii,0,0,0,0,0,0,0,1,0,0,2,22,1,0,5,0,0,0,0,1,0,0,0,1,0,6
SRX17608703,ncbi_nanopore,Acinetobacter,baumannii,0,0,0,0,0,0,0,2,0,0,0,17,0,1,0,0,0,0,0,0,0,0,0,0,0,4
GCF_022107375.1,ncbi_complete,Acinetobacter,baumannii,0,0,0,0,0,0,0,2,0,0,0,17,0,1,0,0,0,0,0,0,0,0,0,0,0,4
SRX17608732,ncbi_nanopore,Acinetobacter,baumannii,0,0,0,0,0,0,0,2,0,0,0,16,0,1,0,0,0,0,0,0,0,0,0,0,0,2
GCF_004194555.1,ncbi_complete,Acinetobacter,baumannii,0,0,0,0,0,0,0,2,19,31,0,0,0,54,7,0,1,2,0,0,1,0,0,0,0,0
SRX11180182,ncbi_nanopore,Acinetobacter,baumannii,0,0,0,0,0,0,0,2,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRX22142030,ncbi_nanopore,Acinetobacter,baumannii,0,0,0,0,0,0,0,2,1,3,0,23,0,3,0,0,0,1,0,2,0,0,0,0,0,9
GCF_002902885.1,ncbi_complete,Acinetobacter,baumannii,0,0,0,0,0,0,0,3,9,40,1,1,0,52,4,0,5,2,0,0,1,0,0,0,2,0
GCF_033191435.1,ncbi_complete,Acinetobacter,baumannii,0,0,0,0,0,0,0,1,0,0,0,24,0,0,6,0,0,0,0,1,0,0,0,0,0,0
SRX11171038,ncbi_nanopore,Acinetobacter,baumannii,0,0,0,0,0,0,0,2,1,1,0,20,0,0,0,0,0,1,0,2,0,0,0,0,0,7
GCF_007107525.1,ncbi_complete,Acinetobacter,baumannii,0,0,0,0,0,0,0,1,0,13,1,6,0,10,2,0,0,2,0,1,0,0,0,0,0,0
GCF_003431865.1,ncbi_complete,Acinetobacter,baumannii,0,0,0,0,0,0,0,3,5,14,0,20,0,13,1,0,0,22,0,3,0,0,0,0,0,3
GCF_023517195.1,ncbi_complete,Acinetobacter,baumannii,0,0,0,0,0,0,0,3,1,1,0,19,1,4,0,0,0,0,0,0,0,0,0,0,0,7
GCF_020520385.1,ncbi_complete,Acinetobacter,baumannii,0,0,0,0,0,0,0,2,3,0,0,23,0,1,0,0,0,1,0,1,0,0,0,0,0,2
GCF_020271605.1,ncbi_complete,Acinetobacter,baumannii,1,0,1,0,0,0,0,2,2,7,1,9,1,0,3,0,0,3,0,4,0,0,0,0,7,3
GCF_023361255.1,ncbi_complete,Acinetobacter,baumannii,0,0,0,0,0,0,0,2,1,10,0,17,0,3,8,0,0,1,0,2,0,0,0,0,0,7
GCF_018831485.1,ncbi_complete,Acinetobacter,baumannii,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
SRX22142042,ncbi_nanopore,Acinetobacter,baumannii,0,0,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0
GCF_003264295.1,ncbi_complete,Acinetobacter,baumannii,0,0,0,0,0,0,0,2,2,1,0,20,0,1,0,0,0,1,0,1,0,0,0,0,0,2
GCF_038442285.1,ncbi_complete,Acinetobacter,baumannii,0,0,0,0,0,0,0,1,0,10,0,9,1,79,0,0,0,0,2,0,0,0,0,0,0,0
SRX22142051,ncbi_nanopore,Acinetobacter,baumannii,0,0,0,0,0,0,0,2,0,0,1,18,0,1,0,0,0,1,0,2,0,0,0,0,0,9
GCF_019356075.1,ncbi_complete,Acinetobacter,baumannii,0,0,0,0,0,0,0,2,2,1,0,28,0,1,8,0,0,2,0,1,0,0,0,0,0,3
GCF_002082865.1,ncbi_complete,Acinetobacter,baumannii,0,0,0,0,0,0,0,3,1,0,0,19,1,3,0,0,0,1,0,1,0,0,0,0,0,4
SRX17469769,ncbi_nanopore,Acinetobacter,baumannii,2,0,0,0,0,0,0,5,0,17,15,2,0,23,4,0,0,8,5,3,19,0,0,1,0,4
GCF_003431385.1,ncbi_complete,Acinetobacter,baumannii,0,0,0,0,0,0,0,4,0,5,8,6,1,19,4,0,0,0,1,1,0,0,0,0,0,2
GCF_003591615.1,ncbi_complete,Acinetobacter,baumannii,0,0,0,0,0,0,0,2,1,1,0,18,0,2,0,0,0,1,0,2,0,0,0,0,0,5
GCF_022460745.2,ncbi_complete,Acinetobacter,baumannii,1,0,0,0,0,0,0,1,0,0,5,7,0,10,7,0,0,9,0,0,0,0,0,1,0,0
GCF_012934985.1,ncbi_complete,Acinetobacter,baumannii,0,0,0,0,0,0,0,1,3,1,0,24,0,1,6,0,0,1,0,1,0,0,0,0,0,0
GCF_029713965.1,ncbi_complete,Acinetobacter,baumannii,3,0,0,0,0,0,0,6,2,6,9,21,0,2,7,0,0,1,0,1,0,0,0,0,0,0
GCF_023809625.1,ncbi_complete,Acinetobacter,baumannii,1,1,0,0,0,0,0,1,1,6,5,2,1,5,8,0,0,0,0,1,0,0,0,0,0,3
SRX22142049,ncbi_nanopore,Acinetobacter,baumannii,0,0,0,0,0,0,0,2,0,0,1,18,0,1,0,0,0,1,0,2,0,0,0,0,0,9
GCF_023054035.1,ncbi_complete,Acinetobacter,baumannii,0,0,0,0,0,0,0,1,0,4,0,13,0,3,6,0,0,28,0,2,0,0,0,0,0,0
GCF_001908295.1,ncbi_complete,Acinetobacter,baumannii,0,0,0,0,0,0,0,3,14,2,16,22,0,26,1,0,0,15,0,1,0,0,0,0,0,0
GCF_028583485.1,ncbi_complete,Acinetobacter,baumannii,0,0,0,0,0,0,0,1,2,0,2,3,0,2,0,0,0,0,0,0,0,0,0,0,0,2
SRX9007941,ncbi_nanopore,Acinetobacter,baumannii,2,0,1,0,0,0,0,1,1,17,6,2,0,7,5,0,0,1,0,1,0,0,0,1,2,0
ERX7573416,ncbi_nanopore,Acinetobacter,baumannii,0,0,0,0,0,0,0,1,3,11,1,4,0,31,4,0,0,5,0,1,0,0,0,2,0,2
SRX17469768,ncbi_nanopore,Acinetobacter,baumannii,2,0,0,0,0,0,0,5,0,16,14,2,0,23,4,0,0,10,5,3,19,0,0,1,0,4
GCF_021398135.1,ncbi_complete,Acinetobacter,baumannii,0,0,0,0,0,0,0,2,2,1,0,23,0,1,0,0,0,0,0,2,0,0,0,0,0,8
GCF_001026965.1,ncbi_complete,Acinetobacter,baumannii,0,0,0,0,0,0,0,2,1,2,0,18,0,3,8,0,0,1,0,2,0,0,0,0,0,7
GCF_021899715.1,ncbi_complete,Acinetobacter,baumannii,0,0,0,0,0,0,0,2,0,1,9,18,1,1,3,0,0,1,0,1,0,0,0,0,0,3
GCF_038418365.1,ncbi_complete,Acinetobacter,baumannii,0,0,0,0,0,0,0,1,0,1,0,22,0,113,4,0,0,12,0,0,0,0,0,0,0,0
GCF_004768705.1,ncbi_complete,Acinetobacter,baumannii,1,0,0,0,0,0,0,5,0,10,3,19,0,10,4,0,0,4,0,1,0,0,0,0,1,3
GCF_001887305.1,ncbi_complete,Acinetobacter,baumannii,0,0,0,0,0,0,0,2,1,1,0,18,0,2,6,0,0,0,0,2,0,0,0,0,0,0
SRX22142050,ncbi_nanopore,Acinetobacter,baumannii,0,0,0,0,0,0,0,2,0,0,1,17,0,1,0,0,0,1,0,2,0,0,0,0,0,9
GCF_013416255.1,ncbi_complete,Acinetobacter,baumannii,0,1,0,0,0,0,0,1,1,1,7,0,0,1,4,0,0,0,0,1,0,0,0,1,0,1
ERX7850185,ncbi_nanopore,Acinetobacter,baumannii,2,1,0,0,0,0,0,2,6,24,1,6,2,5,0,0,1,1,0,0,0,0,0,0,0,0
SRX22142120,ncbi_nanopore,Acinetobacter,baumannii,0,0,0,0,0,0,0,2,0,1,0,21,0,1,0,0,0,1,0,2,0,0,0,0,0,7
SRX20031510,ncbi_nanopore,Acinetobacter,baumannii,0,0,0,0,0,0,0,2,1,3,0,21,0,3,0,0,0,1,0,2,0,0,0,0,0,4
SRX8828931,ncbi_nanopore,Acinetobacter,baumannii,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCF_011067065.1,ncbi_complete,Acinetobacter,baumannii,0,0,0,0,0,0,0,2,4,2,0,16,0,6,6,0,0,1,0,2,0,0,0,0,0,1
GCF_014322245.1,ncbi_complete,Acinetobacter,baumannii,3,2,1,0,0,0,0,2,11,23,2,1,0,5,4,0,0,0,0,2,0,0,0,0,0,0
GCF_025258745.1,ncbi_complete,Acinetobacter,baumannii,2,0,0,0,0,0,0,5,0,15,14,2,0,22,1,0,0,9,5,3,19,0,0,1,0,7
GCF_016865465.1,ncbi_complete,Acinetobacter,baumannii,0,0,0,0,0,0,0,5,2,0,0,24,0,1,0,0,0,1,0,1,1,0,0,0,0,5
SRX7735089,ncbi_nanopore,Acinetobacter,baumannii,0,0,0,0,0,0,0,3,0,2,24,25,0,0,3,0,0,0,0,0,0,0,0,0,0,0
ERX10099347,ncbi_nanopore,Acinetobacter,baumannii,0,0,0,0,0,0,0,3,0,10,6,8,0,8,4,0,0,0,2,1,0,0,0,0,1,2
GCA_035755505.1,ncbi_complete,Acinetobacter,baumannii,0,0,0,0,0,0,0,2,3,1,0,23,0,9,0,0,0,0,0,1,0,0,0,0,0,8
GCF_000505685.1,ncbi_complete,Acinetobacter,baumannii,0,0,0,0,0,0,0,1,0,1,3,1,0,2,1,0,0,0,0,1,0,0,0,0,0,0
GCF_029714165.1,ncbi_complete,Acinetobacter,baumannii,0,0,0,0,0,0,0,2,2,1,1,27,0,0,0,0,0,0,0,1,0,0,0,0,0,6
GCF_012935045.1,ncbi_complete,Acinetobacter,baumannii,0,0,0,0,0,0,0,2,2,1,0,23,0,1,5,0,0,1,0,1,0,0,0,0,0,0
GCF_000186665.3,ncbi_complete,Acinetobacter,baumannii,0,0,0,0,0,0,0,1,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0
SRX13213806,ncbi_nanopore,Acinetobacter,baumannii,0,0,0,0,0,0,0,1,0,0,2,22,1,0,2,0,0,0,0,1,0,0,0,1,0,13
SRX14631398,ncbi_nanopore,Acinetobacter,baumannii,0,0,0,0,0,0,0,2,1,0,11,22,0,0,0,0,0,1,0,2,0,0,0,0,0,8
GCA_028752795.1,ncbi_complete,Acinetobacter,baumannii,0,0,0,0,0,0,0,1,1,3,0,20,0,0,5,0,0,0,0,1,0,0,0,0,0,2
SRX11171050,ncbi_nanopore,Acinetobacter,baumannii,3,0,0,0,0,0,0,2,2,4,0,25,0,2,0,0,0,1,0,1,0,0,0,0,0,5
GCF_038983805.1,ncbi_complete,Acinetobacter,baumannii,0,0,0,0,0,0,0,3,2,1,0,23,0,1,8,0,0,1,0,0,0,0,0,0,0,0
GCF_002082625.2,ncbi_complete,Acinetobacter,baumannii,0,0,0,0,0,0,0,2,1,0,0,14,1,8,0,0,0,1,0,1,0,0,0,0,0,6
SRX18797675,ncbi_nanopore,Acinetobacter,baumannii,0,0,0,0,0,0,0,2,1,3,0,16,0,3,8,0,0,1,0,1,0,0,0,0,0,0
GCF_029459635.1,ncbi_complete,Acinetobacter,baumannii,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SRX11180185,ncbi_nanopore,Acinetobacter,baumannii,0,0,0,0,0,0,0,2,1,0,0,22,1,0,0,0,0,0,0,1,0,0,0,0,0,9
GCF_028752815.1,ncbi_complete,Acinetobacter,baumannii,0,0,0,0,0,0,0,1,1,3,0,20,0,0,5,0,0,0,0,1,0,0,0,0,0,2
SRX14631404,ncbi_nanopore,Acinetobacter,baumannii,0,0,0,0,0,0,0,2,2,1,1,27,0,0,6,0,0,0,0,1,0,0,0,0,0,0
ERX10099348,ncbi_nanopore,Acinetobacter,baumannii,1,1,0,0,0,0,0,3,0,14,14,14,0,9,5,0,1,1,0,2,1,0,0,0,0,6
GCF_026409185.1,ncbi_complete,Acinetobacter,baumannii,0,0,0,0,0,0,0,1,2,2,0,16,0,7,2,0,0,1,0,2,0,0,0,0,0,8
SRX14003118,ncbi_nanopore,Acinetobacter,baumannii,0,0,0,0,0,0,0,1,0,0,4,5,0,11,4,0,0,9,0,0,0,0,0,0,0,0
GCF_017096365.2,ncbi_complete,Acinetobacter,baumannii,0,0,0,0,0,0,0,2,2,1,0,24,0,0,0,0,0,0,0,1,0,0,0,0,0,11
SRX19203196,ncbi_nanopore,Acinetobacter,baumannii,0,0,0,0,0,0,0,2,1,3,0,23,0,3,8,0,0,1,0,1,0,0,0,0,0,0
GCF_023361195.1,ncbi_complete,Acinetobacter,baumannii,0,0,0,0,0,0,0,2,1,1,0,24,0,1,9,0,0,0,0,2,0,0,0,0,0,7
SRX17608749,ncbi_nanopore,Acinetobacter,baumannii,0,0,0,0,0,0,0,2,1,1,0,20,0,1,0,0,0,1,0,1,0,0,0,0,0,15
GCF_028753295.1,ncbi_complete,Acinetobacter,baumannii,0,0,0,0,0,0,0,2,1,3,3,16,0,2,3,0,0,0,0,1,0,0,0,0,0,0
SRX17608708,ncbi_nanopore,Acinetobacter,baumannii,0,0,0,0,0,0,0,2,0,8,14,10,0,7,1,0,0,0,0,1,0,0,0,0,0,0
ERX10201339,ncbi_nanopore,Acinetobacter,baumannii,0,0,0,0,0,0,0,2,1,3,2,17,0,6,0,0,0,2,0,3,0,0,0,0,0,6
GCF_000498375.2,ncbi_complete,Acinetobacter,baumannii,0,0,0,0,0,0,0,5,1,0,0,13,1,102,0,0,0,2,0,2,0,0,0,0,0,11
GCF_000015425.1,ncbi_complete,Acinetobacter,baumannii,0,0,0,0,0,0,0,1,0,2,0,1,0,5,0,0,0,0,1,1,0,0,0,0,0,2
GCF_003264275.1,ncbi_complete,Acinetobacter,baumannii,0,0,0,0,0,0,0,2,1,3,0,21,0,4,8,0,0,1,0,2,0,0,0,0,0,7
ERX7850179,ncbi_nanopore,Acinetobacter,baumannii,0,0,0,0,0,0,0,3,0,2,0,22,3,0,4,0,0,1,0,2,0,0,0,0,0,4
SRX17608729,ncbi_nanopore,Acinetobacter,baumannii,0,0,0,0,0,0,0,2,0,0,0,15,0,1,0,0,0,0,0,0,0,0,0,0,0,5
SRX17608743,ncbi_nanopore,Acinetobacter,baumannii,0,0,0,0,0,0,0,2,1,1,0,20,0,1,0,0,0,1,0,1,0,0,0,0,0,15
SRX23626318,ncbi_nanopore,Acinetobacter,baumannii,0,0,0,0,0,0,0,3,1,5,2,28,1,2,1,0,0,0,0,1,0,0,0,3,0,0
GCF_003948085.2,ncbi_complete,Acinetobacter,baumannii,0,0,0,0,0,0,0,3,0,4,0,10,0,3,1,0,0,22,0,5,0,0,0,0,0,0
SRX18259722,ncbi_nanopore,Acinetobacter,baumannii,0,0,0,0,0,0,0,1,0,0,2,8,0,0,3,0,0,14,0,0,0,0,0,0,0,1
GCF_017726575.1,ncbi_complete,Acinetobacter,baumannii,0,1,0,0,0,0,0,1,1,6,5,2,0,3,0,0,0,3,0,0,5,0,0,0,0,0
GCF_038442555.1,ncbi_complete,Acinetobacter,baumannii,0,0,0,0,0,0,0,1,0,14,0,13,1,3,3,0,0,0,2,3,0,0,0,0,0,2
SRX23625870,ncbi_nanopore,Acinetobacter,baumannii,1,0,0,0,0,0,0,2,2,0,2,26,0,0,0,0,0,4,0,1,0,0,0,0,0,5
GCF_023517255.1,ncbi_complete,Acinetobacter,baumannii,0,0,0,0,0,0,0,2,2,1,0,24,1,1,0,0,0,2,0,1,0,0,0,0,0,8
GCF_027239755.1,ncbi_complete,Acinetobacter,baumannii,7,0,1,0,0,0,0,1,5,23,0,2,0,10,4,0,1,0,0,2,0,0,0,0,0,4
SRX11180187,ncbi_nanopore,Acinetobacter,baumannii,0,0,0,0,0,0,0,2,1,1,0,18,0,1,0,0,0,0,0,1,0,0,0,0,0,5
GCF_017639875.1,ncbi_complete,Acinetobacter,baumannii,0,0,0,0,0,0,0,2,2,9,4,17,0,7,4,0,0,0,0,4,0,0,0,0,0,2
GCF_009833005.1,ncbi_complete,Acinetobacter,baumannii,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCF_000302575.1,ncbi_complete,Acinetobacter,baumannii,0,0,0,0,0,0,0,2,1,0,0,9,0,0,0,0,0,1,0,2,0,0,0,0,0,9
SRX17608747,ncbi_nanopore,Acinetobacter,baumannii,0,0,0,0,0,0,0,2,1,1,0,21,0,1,0,0,0,0,0,1,0,0,0,0,0,14
SRX19325126,ncbi_nanopore,Acinetobacter,baumannii,0,0,0,0,0,0,0,1,2,1,1,26,0,0,0,0,0,0,0,1,0,0,0,0,0,4
GCF_000188215.1,ncbi_complete,Acinetobacter,baumannii,0,0,0,0,0,0,0,2,0,2,0,19,1,24,0,0,0,0,0,2,0,0,0,0,0,13
GCF_005280435.1,ncbi_complete,Acinetobacter,baumannii,0,0,0,0,0,0,0,2,0,9,2,19,0,7,3,0,0,0,0,3,0,0,0,0,0,2
SRX18259723,ncbi_nanopore,Acinetobacter,baumannii,0,0,0,0,0,0,0,2,2,1,2,22,0,1,7,0,0,1,0,1,0,0,0,0,0,0
GCF_002947415.1,ncbi_complete,Acinetobacter,baumannii,0,0,0,0,0,0,0,1,0,5,4,32,0,22,7,0,0,0,0,1,0,0,0,0,0,3
GCF_016350005.1,ncbi_complete,Acinetobacter,baumannii,0,0,0,0,0,0,0,6,1,1,0,20,1,13,0,0,0,0,0,1,0,0,0,0,0,5
GCF_033181005.1,ncbi_complete,Acinetobacter,baumannii,0,0,0,0,0,0,0,2,2,1,0,23,0,16,5,0,0,1,0,1,0,0,0,0,0,5
SRX12020873,ncbi_nanopore,Acinetobacter,baumannii,0,0,0,0,0,0,0,5,0,4,9,13,0,7,3,0,0,1,0,1,0,0,0,0,1,0
GCF_001578145.1,ncbi_complete,Acinetobacter,baumannii,0,0,0,0,0,0,0,2,0,4,11,19,1,1,0,0,0,0,0,1,0,0,0,0,0,0
SRX19203194,ncbi_nanopore,Acinetobacter,baumannii,0,0,0,0,0,0,0,2,1,4,0,16,0,2,8,0,0,1,0,1,0,0,0,0,0,0
GCF_023362055.1,ncbi_complete,Acinetobacter,baumannii,0,0,0,0,0,0,0,2,1,3,0,21,0,2,0,0,0,0,0,1,0,0,0,0,0,4
GCF_014705865.1,ncbi_complete,Acinetobacter,baumannii,0,0,0,0,0,0,0,2,1,5,0,17,0,2,8,0,0,0,0,1,0,0,0,0,0,0
SRX8232273,ncbi_nanopore,Acinetobacter,baumannii,0,0,0,0,0,0,0,1,0,3,0,1,0,6,0,0,0,0,0,1,0,0,0,0,0,4
ERX2806056,ncbi_nanopore,Acinetobacter,baumannii,1,0,0,0,0,0,0,2,2,2,5,21,0,1,8,0,0,1,0,1,0,0,0,0,0,2
ERX10201343,ncbi_nanopore,Acinetobacter,baumannii,0,0,0,0,0,0,0,2,0,0,8,27,1,0,2,0,0,0,0,2,2,0,0,1,0,7
GCF_012934945.1,ncbi_complete,Acinetobacter,baumannii,0,0,0,0,0,0,0,1,2,1,0,21,0,1,5,0,0,1,0,1,0,0,0,0,0,3
GCF_034494405.1,ncbi_complete,Acinetobacter,baumannii,0,0,0,0,0,0,0,2,0,1,1,16,0,0,1,0,0,3,0,3,0,0,0,2,0,0
GCF_022459175.1,ncbi_complete,Acinetobacter,baumannii,0,0,0,0,0,0,0,1,1,5,2,24,0,0,3,0,0,0,0,1,0,0,0,0,0,2
GCF_024749665.1,ncbi_complete,Acinetobacter,baumannii,0,0,0,0,0,0,0,2,0,0,6,13,0,20,6,0,0,11,0,0,0,0,0,1,0,0
ERX10099349,ncbi_nanopore,Acinetobacter,baumannii,1,0,0,0,0,0,0,2,0,13,2,1,0,5,4,0,1,1,0,1,1,0,0,0,0,3
SRX22142045,ncbi_nanopore,Acinetobacter,baumannii,0,0,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0
ERX7573422,ncbi_nanopore,Acinetobacter,baumannii,0,1,1,0,0,0,0,1,0,10,13,10,0,8,3,0,0,1,0,4,0,0,0,0,1,3
SRX11521537,ncbi_nanopore,Acinetobacter,baumannii,0,0,0,0,0,0,0,1,12,0,16,8,0,6,0,0,0,0,0,0,0,0,0,2,0,0
GCF_001077965.2,ncbi_complete,Acinetobacter,baumannii,0,1,0,0,0,0,0,2,7,14,13,0,1,77,0,0,3,0,0,0,6,0,0,0,1,0
GCF_019458485.1,ncbi_complete,Acinetobacter,baumannii,0,0,0,0,0,0,0,1,0,0,3,22,1,0,0,0,0,0,0,1,0,0,0,1,0,6
SRX11171059,ncbi_nanopore,Acinetobacter,baumannii,4,0,0,0,0,0,0,2,2,3,0,25,0,2,0,0,0,1,0,1,0,0,0,0,0,5
SRX20031516,ncbi_nanopore,Acinetobacter,baumannii,0,0,0,0,0,0,0,2,1,4,0,14,0,2,0,0,0,1,0,2,0,0,0,0,0,4
GCF_001806405.1,ncbi_complete,Acinetobacter,baumannii,0,0,0,0,0,0,0,4,1,1,0,17,1,33,0,0,0,0,0,1,0,0,0,0,0,5
SRX11437062,ncbi_nanopore,Acinetobacter,baumannii,0,0,0,0,0,0,0,1,0,0,2,22,1,0,0,0,0,0,0,1,0,0,0,1,0,11
GCF_001922245.1,ncbi_complete,Acinetobacter,baumannii,0,0,0,0,0,0,0,2,1,2,2,22,0,3,0,0,0,1,0,2,0,0,0,0,0,12
GCF_000695855.3,ncbi_complete,Acinetobacter,baumannii,0,0,0,0,0,0,0,2,1,1,0,2,0,1,1,0,0,2,0,1,0,0,0,0,0,0
SRX11171072,ncbi_nanopore,Acinetobacter,baumannii,0,0,0,0,0,0,0,2,3,1,0,20,0,7,0,0,0,1,0,1,2,0,0,0,0,10
GCF_022369275.1,ncbi_complete,Acinetobacter,baumannii,0,0,0,0,0,0,0,1,0,1,0,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0
GCF_038442375.1,ncbi_complete,Acinetobacter,baumannii,0,0,0,0,0,0,0,1,0,14,0,11,1,3,5,0,0,0,3,3,0,0,0,0,0,2
GCF_029674825.1,ncbi_complete,Acinetobacter,baumannii,0,0,0,0,0,0,0,3,19,32,0,0,0,47,2,0,5,0,1,0,8,0,0,0,4,0
SRX17608714,ncbi_nanopore,Acinetobacter,baumannii,0,0,0,0,0,0,0,2,0,0,0,17,0,1,0,0,0,0,0,0,0,0,0,0,0,4
SRX14631414,ncbi_nanopore,Acinetobacter,baumannii,0,0,0,0,0,0,0,2,3,0,2,30,1,1,0,0,0,1,0,1,0,0,0,0,0,2
GCF_038069235.1,ncbi_complete,Acinetobacter,baumannii,0,0,0,0,0,0,0,2,2,2,3,27,0,1,5,0,0,1,0,1,0,0,0,0,0,3
GCF_003006035.1,ncbi_complete,Acinetobacter,baumannii,0,0,0,0,0,0,0,1,0,20,1,10,2,2,5,0,0,0,1,3,0,0,0,0,0,4
